transaction_id,expense_date,employee_id,employee_name,department,vendor,expense_category,amount,branch_location,original_fraud,is_anomaly,anomaly_type,risk_score,Unnamed: 0
TXN00157,2019-02-17 13:20:09,EMP0601,Kimberly Gonzalez,Ar-Ge,Morissette Llc,Etkinlik & Organizasyon,121.55,"Bauxite, AR",0,False,,0.0,80454
TXN00158,2020-05-21 12:00:37,EMP0930,Juan Henry,Eğitim,Botsford Plc,Ekipman & Donanım,90.73,"Turner, MT",0,False,,0.0,1210969
TXN00159,2019-07-16 17:41:53,EMP0370,Christopher Carr,Genel,Dietrich-Fadel,Sağlık & Spor,3.6,"Lakeland, FL",0,False,,0.0,444439
TXN00160,2020-03-16 20:06:03,EMP0367,Roberta Mccarthy,Genel,"Nicolas, Hills And Mcglynn",Etkinlik & Organizasyon,59.44,"Plymouth, CT",0,False,,0.0,1062117
TXN00161,2019-08-18 14:52:35,EMP0677,Richard Marshall,Genel,"Reinger, Weissnat And Strosin",Temsil & Ağırlama,147.7,"Greenbush, VA",0,False,,0.0,536570
TXN00162,2019-03-15 19:28:58,EMP0179,Lisa Lin,Danışmanlık,Bernhard-Lesch,Temsil & Ağırlama,3.12,"Lomax, IL",0,False,,0.0,135425
TXN00163,2019-02-04 12:51:20,EMP0452,Scott Martin,Operasyon & Lojistik,Jast-Mcdermott,Ofis Malzemesi,34.03,"Kensington, MD",0,False,,0.0,58521
TXN00164,2019-09-05 21:15:03,EMP0352,Sarah Bishop,Sağlık,Skiles Llc,Ekipman & Donanım,10.48,"Meridian, TX",0,False,,0.0,586028
TXN00165,2019-07-10 06:59:24,EMP0312,Gabriella Jordan,Tasarım & Kreatif,Kerluke Plc,Diğer,7.35,"Howes Cave, NY",0,False,,0.0,425937
TXN00166,2019-03-22 16:23:46,EMP0199,Stephanie Crane,Genel,Homenick Llc,Diğer,65.49,"Central, IN",0,False,,0.0,150844
TXN00167,2019-08-28 15:35:31,EMP0744,Phillip Robertson,Ar-Ge,Ratke And Sons,Sağlık & Spor,27.78,"Harrodsburg, IN",0,False,,0.0,564890
TXN00168,2019-10-19 09:15:07,EMP0286,Catherine Weber,Eğitim,Rempel Plc,Ofis Malzemesi,54.5,"West Henrietta, NY",0,False,,0.0,684201
TXN00169,2020-03-10 23:55:07,EMP0465,Christopher Castaneda,Bilgi Teknolojileri,Wilkinson Ltd,Etkinlik & Organizasyon,51.56,"High Rolls Mountain Park, NM",0,False,,0.0,1049760
TXN00170,2019-02-19 22:14:45,EMP0305,Tyler Wright,Bilgi Teknolojileri,Pouros-Conroy,Ofis Malzemesi,598.9,"Warren, MI",1,False,,0.0,85977
TXN00171,2019-10-21 12:05:10,EMP0083,Samuel Farrell,Genel,O'Connell-Ullrich,Ekipman & Donanım,87.09,"Cleveland, AL",0,False,,0.0,690450
TXN00172,2020-03-31 01:38:30,EMP0362,Tyler Garcia,Sağlık,Wuckert-Walter,Ofis Malzemesi,48.57,"Doe Hill, VA",0,False,,0.0,1094799
TXN00173,2019-12-09 12:45:43,EMP0279,Jill Jacobs,Danışmanlık,Osinski Inc,Diğer,5.9,"Brandon, FL",0,False,,0.0,824422
TXN00174,2019-09-22 19:40:52,EMP0290,James Bishop,Genel,"Mcdermott, Osinski And Morar",Ekipman & Donanım,20.44,"Cecilton, MD",0,False,,0.0,624940
TXN00175,2020-05-26 03:56:50,EMP0098,John Robertson,Eğitim,"Streich, Hansen And Veum",Ulaşım,73.21,"Indianapolis, IN",0,False,,0.0,1223602
TXN00176,2019-02-26 15:08:27,EMP0171,Matthew Lambert,Sağlık,Stark-Koss,Ekipman & Donanım,43.67,"New Holstein, WI",0,False,,0.0,97092
TXN00177,2020-03-27 14:27:26,EMP0900,Hailey Rhodes,Genel,Pacocha-Weissnat,Diğer,56.73,"Michigan, ND",0,False,,0.0,1086003
TXN00178,2020-04-20 04:58:03,EMP0167,Danielle Walker,Yönetim,Huels-Nolan,Ulaşım,142.53,"Powell Butte, OR",0,False,,0.0,1139889
TXN00179,2019-02-12 14:52:04,EMP0141,Michael Johnson,Genel,Stoltenberg-Beatty,Ofis Malzemesi,6.33,"Norwalk, CA",0,False,,0.0,73176
TXN00180,2019-01-15 20:02:39,EMP0725,Sharon Powell,Eğitim,Thiel Plc,Diğer,1.99,"Wendel, CA",0,False,,0.0,26017
TXN00181,2019-06-03 16:47:24,EMP0404,Margaret Gibson,Bilgi Teknolojileri,Volkman-Predovic,Yazılım & Lisans,1.93,"Scotland, MD",0,False,,0.0,323725
TXN00182,2019-04-07 22:22:58,EMP0599,David Miller,Genel,Rau-Robel,Diğer,119.34,"Hancock, MD",0,False,,0.0,188983
TXN00183,2019-01-01 12:26:42,EMP0717,Monica Tucker,Sağlık,Kling-Ernser,Etkinlik & Organizasyon,6.26,"Smiths Grove, KY",0,False,,0.0,974
TXN00184,2019-08-11 06:39:58,EMP0498,Robert Haynes,Bilgi Teknolojileri,Murray Ltd,Ofis Malzemesi,22.21,"Johns Island, SC",0,False,,0.0,515378
TXN00185,2019-11-16 13:49:57,EMP0264,Sharon Smith,Bilgi Teknolojileri,Terry-Huel,Yazılım & Lisans,9.6,"Sun City, CA",0,False,,0.0,748091
TXN00186,2019-06-30 01:02:09,EMP0937,Andrea Cruz,Bilgi Teknolojileri,Donnelly Plc,Diğer,9.25,"Mifflin, PA",0,False,,0.0,396118
TXN00187,2019-01-05 19:01:59,EMP0539,Teresa Blankenship,Genel,Kautzer And Sons,Diğer,18.53,"Karnack, TX",0,False,,0.0,7278
TXN00188,2019-07-23 18:52:31,EMP0268,Megan Fernandez,Genel,Hoppe-Parisian,Diğer,25.67,"Woods Cross, UT",0,False,,0.0,464169
TXN00189,2020-02-21 23:36:42,EMP0293,Shawn King,Genel,Streich Ltd,Ekipman & Donanım,72.97,"Athena, OR",0,False,,0.0,1012778
TXN00190,2019-05-31 05:37:20,EMP0362,Tyler Garcia,Sağlık,Flatley Group,Diğer,42.49,"Doe Hill, VA",0,False,,0.0,312080
TXN00191,2020-05-02 11:40:09,EMP0027,Barbara Taylor,Bilgi Teknolojileri,Conroy-Cruickshank,Ulaşım,89.0,"Elberta, MI",0,False,,0.0,1167033
TXN00192,2020-03-29 23:16:54,EMP0654,Tyler Mills,Genel,Goldner-Lemke,Etkinlik & Organizasyon,5.77,"Elizabethtown, KY",0,False,,0.0,1091331
TXN00193,2019-02-02 01:28:58,EMP0936,Diana Jacobs,Sağlık,Rempel Plc,Ofis Malzemesi,33.99,"Viola, AR",0,False,,0.0,54068
TXN00194,2019-11-17 04:08:06,EMP0895,Phillip Delacruz,Bilgi Teknolojileri,Gleason-Macejkovic,Yazılım & Lisans,9.05,"Iliff, CO",0,False,,0.0,749852
TXN00195,2019-12-15 14:35:55,EMP0851,Jodi Rodriguez,Bilgi Teknolojileri,Botsford Plc,Ekipman & Donanım,86.66,"Walnut Ridge, AR",0,False,,0.0,850159
TXN00196,2019-07-25 15:43:27,EMP0670,Christopher Rodgers,Bilgi Teknolojileri,Gerhold Llc,Ekipman & Donanım,97.28,"Fenelton, PA",0,False,,0.0,468133
TXN00197,2019-12-21 20:19:06,EMP0369,Aaron Murray,Yönetim,Wilkinson Plc,Diğer,50.21,"Meadville, MO",0,False,,0.0,877291
TXN00198,2020-04-02 03:56:24,EMP0705,Michelle Gregory,Bilgi Teknolojileri,"Olson, Becker And Koch",Ulaşım,57.14,"Edisto Island, SC",0,False,,0.0,1099495
TXN00199,2020-06-04 17:09:19,EMP0519,Margaret Lam,Eğitim,Brown-Greenholt,Etkinlik & Organizasyon,116.54,"Armagh, PA",0,False,,0.0,1250119
TXN00200,2019-12-15 04:02:12,EMP0599,David Miller,Genel,"Christiansen, Goyette And Schamberger",Ulaşım,63.78,"Hancock, MD",0,False,,0.0,847714
TXN00201,2019-01-16 16:33:17,EMP0094,Whitney Gallagher,Yönetim,Mante Group,Diğer,52.86,"Deane, KY",0,False,,0.0,27278
TXN00202,2019-07-11 10:45:28,EMP0568,Tanya Williams,Genel,Ledner-Pfannerstill,Ulaşım,61.39,"Brownville, NY",0,False,,0.0,428381
TXN00203,2019-11-13 22:24:35,EMP0208,Morgan Smith,Genel,Renner Ltd,Ekipman & Donanım,92.68,"Grover, NC",0,False,,0.0,742930
TXN00204,2019-02-14 22:30:40,EMP0417,Kathleen Heath,Bilgi Teknolojileri,Donnelly Plc,Diğer,749.92,"Albuquerque, NM",1,False,,0.0,76611
TXN00205,2020-04-04 17:29:02,EMP0178,Sarah Foster,Yönetim,Abbott-Steuber,Diğer,71.02,"Ford, VA",0,False,,0.0,1104008
TXN00206,2019-11-19 03:23:18,EMP0347,Brent Terrell,Bilgi Teknolojileri,"Mosciski, Ziemann And Farrell",Yazılım & Lisans,2.82,"Port Ewen, NY",0,False,,0.0,755995
TXN00207,2019-06-14 02:57:08,EMP0278,Margaret Curtis,Tasarım & Kreatif,Mcdermott-Weimann,Ofis Malzemesi,229.91,"Florence, MS",0,False,,0.0,351249
TXN00208,2020-06-10 23:58:00,EMP0044,Susan Washington,Genel,O'Keefe-Wisoky,Temsil & Ağırlama,111.17,"May, TX",0,False,,0.0,1268595
TXN00209,2020-06-09 10:05:05,EMP0664,Renee Walls,Bilgi Teknolojileri,Spinka Inc,Ofis Malzemesi,92.89,"Veedersburg, IN",0,False,,0.0,1264161
TXN00210,2019-01-06 14:05:11,EMP0955,Benjamin Kim,Ar-Ge,Grimes Llc,Etkinlik & Organizasyon,53.58,"Mc Nabb, IL",0,False,,0.0,8669
TXN00211,2019-01-28 10:46:47,EMP0925,Julia Bell,Bilgi Teknolojileri,Bauch-Raynor,Ofis Malzemesi,186.25,"West Sayville, NY",0,False,,0.0,46293
TXN00212,2019-09-07 13:34:05,EMP0713,Mackenzie Smith,Bilgi Teknolojileri,Langworth Llc,Diğer,4.98,"Hooper, NE",0,False,,0.0,589361
TXN00213,2019-12-29 10:09:25,EMP0719,Tara Richards,Bilgi Teknolojileri,Gerlach Inc,Yazılım & Lisans,497.83,"Keisterville, PA",0,False,,0.0,911625
TXN00214,2019-12-03 04:05:27,EMP0340,Jeremy Jones,Eğitim,"Zboncak, Rowe And Murazik",Yazılım & Lisans,5.46,"Vinton, CA",0,False,,0.0,796646
TXN00215,2020-02-10 14:06:25,EMP0715,Sabrina Johnson,Genel,Rempel Inc,Yazılım & Lisans,9.42,"Thompson, UT",0,False,,0.0,994468
TXN00216,2019-09-28 14:52:20,EMP0764,Jacqueline Prince,Satış & Pazarlama,Kautzer And Sons,Diğer,43.77,"Metairie, LA",0,False,,0.0,637081
TXN00217,2020-04-12 00:36:00,EMP0938,Margaret Mendez,Yönetim,"Moore, Dibbert And Koepp",Diğer,2.48,"De Soto, KS",0,False,,0.0,1120763
TXN00218,2020-04-27 01:41:34,EMP0843,Jasmine Foster,Bilgi Teknolojileri,"Reilly, Heaney And Cole",Ulaşım,74.71,"Phil Campbell, AL",0,False,,0.0,1155242
TXN00219,2019-12-02 09:12:11,EMP0588,Terrance Mckinney,Bilgi Teknolojileri,Mraz-Herzog,Ulaşım,71.19,"Norman, AR",0,False,,0.0,791878
TXN00220,2020-01-12 17:11:05,EMP0157,Jessica Terry,Satış & Pazarlama,Pouros-Conroy,Ofis Malzemesi,32.61,"Maysville, KY",0,False,,0.0,944552
TXN00221,2019-03-02 17:05:38,EMP0092,Judith Moss,Yönetim,Bode-Schuster,Diğer,24.68,"Washington Court House, OH",0,False,,0.0,105926
TXN00222,2019-10-13 21:47:57,EMP0838,Robert Nguyen,Genel,Connelly Plc,Temsil & Ağırlama,8.91,"Ruth, NV",0,False,,0.0,672983
TXN00223,2019-08-02 03:53:16,EMP0035,William Thomas,Genel,"Heller, Gutmann And Zieme",Ofis Malzemesi,89.16,"Lahoma, OK",0,False,,0.0,489226
TXN00224,2020-01-03 23:43:55,EMP0568,Tanya Williams,Genel,Little-Gleichner,Seyahat,3.0,"Brownville, NY",0,False,,0.0,928871
TXN00225,2019-04-08 19:37:07,EMP0275,Adam Kirk,Genel,Wuckert-Goldner,Ekipman & Donanım,46.09,"Big Indian, NY",0,False,,0.0,191647
TXN00226,2020-01-03 10:54:26,EMP0840,James Reese,Eğitim,Smitham-Schiller,Ofis Malzemesi,27.44,"Sontag, MS",0,False,,0.0,928000
TXN00227,2019-06-12 13:47:31,EMP0210,Gina Morrison,Ar-Ge,"Schneider, Hayes And Nikolaus",Temsil & Ağırlama,2.61,"Allentown, PA",0,False,,0.0,347602
TXN00228,2020-03-01 04:26:41,EMP0513,Jason Singh,Satış & Pazarlama,"Goldner, Kovacek And Abbott",Ofis Malzemesi,49.27,"Murrayville, IL",0,False,,0.0,1025230
TXN00229,2020-04-09 01:51:41,EMP0800,Steven Williams,Tasarım & Kreatif,Pacocha-O'Reilly,Ofis Malzemesi,121.29,"Edinburg, VA",0,False,,0.0,1115425
TXN00230,2019-11-27 13:25:11,EMP0918,Monica Cohen,Genel,Reilly Llc,Ekipman & Donanım,7.49,"Uledi, PA",0,False,,0.0,773835
TXN00231,2019-05-26 08:03:23,EMP0721,Kenneth Edwards,Genel,Pouros-Conroy,Ofis Malzemesi,20.83,"Andrews, IN",0,False,,0.0,298666
TXN00232,2019-05-05 01:07:50,EMP0641,Renee Parrish,Ar-Ge,Vonrueden Group,Ofis Malzemesi,65.65,"Mountain Park, OK",0,False,,0.0,249423
TXN00233,2019-03-18 15:51:39,EMP0311,Rebecca Obrien,Yönetim,Dare-Gibson,Sağlık & Spor,65.1,"Juliette, GA",0,False,,0.0,143463
TXN00234,2019-07-29 23:56:42,EMP0444,Mark Wood,Bilgi Teknolojileri,"Douglas, Dubuque And Mckenzie",Seyahat,5.51,"Bowdoin, ME",0,False,,0.0,482539
TXN00235,2019-11-26 11:39:15,EMP0310,Bryan Pugh,Bilgi Teknolojileri,"Douglas, Schneider And Turner",Ofis Malzemesi,109.36,"Margaretville, NY",0,False,,0.0,772116
TXN00236,2019-11-28 19:19:16,EMP0422,Laura Walker,Bilgi Teknolojileri,Connelly-Carter,Ekipman & Donanım,16.84,"Cisco, IL",0,False,,0.0,776193
TXN00237,2019-11-23 01:22:17,EMP0125,Eddie Mendez,Bilgi Teknolojileri,Dooley-Thompson,Diğer,6.27,"Clarinda, IA",0,False,,0.0,762714
TXN00238,2019-12-23 13:13:48,EMP0611,David Everett,Genel,Dach-Nader,Diğer,2.39,"Morrisdale, PA",0,False,,0.0,887322
TXN00239,2019-09-22 05:52:51,EMP0523,Jordan May,Genel,Rau And Sons,Ofis Malzemesi,83.98,"Aledo, TX",0,False,,0.0,623048
TXN00240,2020-05-16 17:14:17,EMP0443,Joseph Murray,Genel,"Koss, Mclaughlin And Mayer",Temsil & Ağırlama,63.33,"Manderson, SD",0,False,,0.0,1199252
TXN00241,2019-04-18 18:09:36,EMP0320,Joanna Hudson,Danışmanlık,Bode-Rempel,Diğer,11.23,"Sebring, FL",0,False,,0.0,212468
TXN00242,2019-12-22 15:51:42,EMP0166,Rebecca Butler,Bilgi Teknolojileri,Gulgowski Llc,Ekipman & Donanım,32.68,"Winger, MN",0,False,,0.0,882030
TXN00243,2020-02-22 15:15:57,EMP0840,James Reese,Eğitim,Ruecker-Mayert,Diğer,45.24,"Sontag, MS",0,False,,0.0,1013983
TXN00244,2019-12-10 09:57:49,EMP0141,Michael Johnson,Genel,Lockman Ltd,Ofis Malzemesi,38.18,"Norwalk, CA",0,False,,0.0,828824
TXN00245,2019-04-30 11:17:06,EMP0814,Robert Long,Ar-Ge,Heathcote Llc,Yazılım & Lisans,88.15,"Lonetree, WY",0,False,,0.0,240447
TXN00246,2019-06-10 03:29:21,EMP0954,Vanessa Anderson,Genel,"Adams, Kovacek And Kuhlman",Ofis Malzemesi,43.59,"Prosperity, SC",0,False,,0.0,341328
TXN00247,2020-04-13 21:09:34,EMP0688,Joseph Davis,Bilgi Teknolojileri,Jakubowski Group,Temsil & Ağırlama,54.48,"Nazareth, TX",0,False,,0.0,1126238
TXN00248,2019-05-22 03:04:12,EMP0639,Edward Tapia,Sağlık,Kiehn Inc,Ofis Malzemesi,136.2,"Comfrey, MN",0,False,,0.0,288782
TXN00249,2019-06-05 16:13:43,EMP0426,Benjamin Harris,Sağlık,Howe Ltd,Diğer,14.35,"Chester, MD",0,False,,0.0,328103
TXN00250,2020-04-07 21:44:22,EMP0293,Shawn King,Genel,"Feil, Hilpert And Koss",Temsil & Ağırlama,64.04,"Athena, OR",0,False,,0.0,1113510
TXN00251,2020-05-08 16:45:35,EMP0897,Kathleen Nash,Finans & Muhasebe,Ruecker-Mayert,Diğer,5.23,"Cromona, KY",0,False,,0.0,1181488
TXN00252,2020-01-05 12:57:20,EMP0352,Sarah Bishop,Sağlık,"Altenwerth, Cartwright And Koss",Yazılım & Lisans,302.94,"Meridian, TX",0,False,,0.0,931971
TXN00253,2019-08-04 18:48:42,EMP0578,Chris Dixon,Finans & Muhasebe,Ernser-Feest,Ekipman & Donanım,73.83,"Williams, IN",0,False,,0.0,497639
TXN00254,2019-05-04 19:42:24,EMP0851,Jodi Rodriguez,Bilgi Teknolojileri,Johns Inc,Etkinlik & Organizasyon,149.72,"Walnut Ridge, AR",0,False,,0.0,248693
TXN00255,2019-06-17 22:15:48,EMP0444,Mark Wood,Bilgi Teknolojileri,Ullrich Ltd,Diğer,32.57,"Bowdoin, ME",0,False,,0.0,364361
TXN00256,2020-03-11 07:43:58,EMP0625,Krystal Key,Bilgi Teknolojileri,"Connelly, Reichert And Fritsch",Ulaşım,98.47,"Corsica, PA",0,False,,0.0,1050129
TXN00257,2020-01-16 01:37:01,EMP0415,Richard Brown,Bilgi Teknolojileri,Torp-Labadie,Ulaşım,41.53,"Heidelberg, MS",0,False,,0.0,950288
TXN00258,2020-06-07 14:26:35,EMP0946,Jeremy Whitney,Bilgi Teknolojileri,Kozey-Kuhlman,Diğer,63.67,"Sacramento, CA",0,False,,0.0,1257192
TXN00259,2019-12-24 09:57:19,EMP0728,Justin Bell,Yönetim,Dach-Nader,Diğer,43.05,"Churubusco, IN",0,False,,0.0,891483
TXN00260,2020-06-05 21:27:02,EMP0191,Savannah Lewis,Genel,Bechtelar-Rippin,Temsil & Ağırlama,105.16,"North Tonawanda, NY",0,False,,0.0,1252930
TXN00261,2019-12-29 22:18:49,EMP0023,Dawn Tucker,Bilgi Teknolojileri,"Schuppe, Nolan And Hoeger",Ofis Malzemesi,129.51,"Houston, TX",0,False,,0.0,915325
TXN00262,2020-03-17 04:31:46,EMP0288,Mark Tyler,Yönetim,Mcglynn-Jaskolski,Diğer,27.59,"Avera, GA",0,False,,0.0,1063245
TXN00263,2019-08-31 09:22:27,EMP0798,Lauren Butler,Eğitim,Murray-Smitham,Ofis Malzemesi,198.34,"Tulsa, OK",0,False,,0.0,571612
TXN00264,2020-05-04 00:08:35,EMP0035,William Thomas,Genel,Howe Ltd,Diğer,27.16,"Lahoma, OK",0,False,,0.0,1170806
TXN00265,2019-11-15 10:26:05,EMP0057,Amanda Spencer,Finans & Muhasebe,Cummerata-Jones,Ulaşım,56.36,"Ogdensburg, NJ",0,False,,0.0,745562
TXN00266,2019-11-20 04:47:17,EMP0418,Barbara Norman,Genel,"Kerluke, Considine And Macejkovic",Diğer,142.38,"New York City, NY",0,False,,0.0,757557
TXN00267,2020-05-16 12:38:39,EMP0939,Erica Briggs,Genel,"Berge, Kautzer And Harris",Diğer,85.64,"Oolitic, IN",0,False,,0.0,1198825
TXN00268,2019-07-23 11:02:30,EMP0425,Justin Gay,Genel,Kassulke Plc,Yazılım & Lisans,1.62,"Harborcreek, PA",0,False,,0.0,463493
TXN00269,2019-07-13 17:20:44,EMP0227,Candice Brown,Genel,"Lehner, Reichert And Mills",Diğer,2.4,"O Brien, TX",0,False,,0.0,434454
TXN00270,2020-02-08 01:18:35,EMP0557,Robert Ashley,İnsan Kaynakları,Fisher-Schowalter,Yazılım & Lisans,4.02,"Port Costa, CA",0,False,,0.0,989085
TXN00271,2019-06-14 11:33:08,EMP0662,Daniel Cain,Bilgi Teknolojileri,Dickinson Ltd,Diğer,4.36,"Belmond, IA",0,False,,0.0,351939
TXN00272,2019-03-10 12:22:35,EMP0699,Christopher Gregory,Bilgi Teknolojileri,Schulist Ltd,Temsil & Ağırlama,6.8,"Wauchula, FL",0,False,,0.0,124100
TXN00273,2019-12-02 05:56:19,EMP0082,Christopher Adkins,Bilgi Teknolojileri,"Johnson, Runolfsdottir And Mayer",Diğer,130.51,"Lorenzo, TX",0,False,,0.0,791266
TXN00274,2020-06-10 22:58:22,EMP0752,Lisa Lowe,Genel,"Nienow, Ankunding And Collier",Diğer,1526.93,"Cottekill, NY",0,False,,0.0,1268494
TXN00275,2019-01-28 23:23:14,EMP0827,Erin Chavez,Bilgi Teknolojileri,Friesen Inc,Ofis Malzemesi,146.4,"Littleton, CO",0,False,,0.0,47782
TXN00276,2020-02-21 13:35:56,EMP0283,Adam Santos,Satış & Pazarlama,Auer-West,Yazılım & Lisans,8.83,"Glendale, CA",0,False,,0.0,1012050
TXN00277,2019-09-24 00:20:17,EMP0611,David Everett,Genel,Strosin-Cruickshank,Ofis Malzemesi,63.15,"Morrisdale, PA",0,False,,0.0,628838
TXN00278,2020-06-17 07:36:25,EMP0110,Jerry Kelly,Bilgi Teknolojileri,Eichmann-Russel,Diğer,46.56,"Fairview, NJ",0,False,,0.0,1287125
TXN00279,2020-05-04 16:14:35,EMP0918,Monica Cohen,Genel,Reichel Llc,Diğer,151.93,"Uledi, PA",0,False,,0.0,1172712
TXN00280,2019-10-27 03:14:18,EMP0923,Amber Lewis,Sağlık,Heller-Langosh,Ulaşım,49.71,"Pembroke Township, IL",0,False,,0.0,702339
TXN00281,2020-01-07 15:27:09,EMP0863,Philip Hart,Ar-Ge,"Baumbach, Feeney And Morar",Yazılım & Lisans,1039.82,"Montgomery, AL",1,False,,0.0,936383
TXN00282,2019-08-21 08:22:05,EMP0743,Meredith Campbell,Ar-Ge,Padberg-Welch,Ofis Malzemesi,51.77,"Hedrick, IA",0,False,,0.0,544602
TXN00283,2019-05-22 21:36:47,EMP0479,Joshua Carpenter,Sağlık,Leffler-Goldner,Diğer,2.63,"Bronx, NY",0,False,,0.0,290067
TXN00284,2019-08-04 14:54:25,EMP0324,Jason Mcmahon,Bilgi Teknolojileri,Renner Ltd,Ekipman & Donanım,80.88,"Springfield, VA",0,False,,0.0,496864
TXN00285,2019-04-06 10:35:22,EMP0169,Theresa Powell,Genel,Heidenreich Plc,Ofis Malzemesi,198.6,"Leonard, TX",0,False,,0.0,184262
TXN00286,2020-03-26 05:35:23,EMP0687,Cheryl Morgan,Bilgi Teknolojileri,"Stroman, Hudson And Erdman",Ulaşım,64.42,"Norman, AR",0,False,,0.0,1083739
TXN00287,2019-08-14 13:14:01,EMP0045,Rachel Daniels,Genel,O'Connell-Ullrich,Ekipman & Donanım,37.01,"Wetmore, MI",0,False,,0.0,525299
TXN00288,2019-10-20 03:38:34,EMP0195,Greg Villarreal,Genel,"Rowe, Batz And Goodwin",Ofis Malzemesi,98.2,"Schaefferstown, PA",0,False,,0.0,686419
TXN00289,2019-04-26 14:54:07,EMP0657,Aaron Rogers,Bilgi Teknolojileri,Eichmann-Kilback,Ekipman & Donanım,11.35,"Valentine, NE",0,False,,0.0,229984
TXN00290,2019-05-02 15:19:07,EMP0398,Melissa Mcclure,Eğitim,Champlin And Sons,Ekipman & Donanım,11.93,"Manville, WY",0,False,,0.0,244047
TXN00291,2019-12-20 16:47:59,EMP0409,Peggy Berry,Bilgi Teknolojileri,"Roberts, Ryan And Smith",Diğer,60.07,"Vancouver, WA",0,False,,0.0,871603
TXN00292,2020-02-09 07:30:22,EMP0902,Kyle Simmons,Bilgi Teknolojileri,Dach-Borer,Ofis Malzemesi,96.74,"Oklahoma City, OK",0,False,,0.0,991545
TXN00293,2019-03-04 06:00:48,EMP0741,Tami Forbes,Genel,Heller-Abshire,Ofis Malzemesi,72.18,"Barnstable, MA",0,False,,0.0,110601
TXN00294,2019-08-03 15:22:12,EMP0461,Francisco Kemp,Genel,Yost-Rogahn,Diğer,38.11,"Arnold, MO",0,False,,0.0,493219
TXN00295,2020-01-09 22:14:53,EMP0319,Ruth Fuller,Finans & Muhasebe,Reilly And Sons,Sağlık & Spor,49.2,"Darien, GA",0,False,,0.0,939424
TXN00296,2019-04-22 12:58:47,EMP0682,Alicia Morales,Satış & Pazarlama,Gerhold Llc,Ekipman & Donanım,53.77,"Meredith, CO",0,False,,0.0,222245
TXN00297,2019-10-01 08:08:55,EMP0261,Connie Carroll,Yönetim,Sporer Inc,Ulaşım,67.09,"Duncan, MS",0,False,,0.0,645007
TXN00298,2019-08-20 12:24:54,EMP0166,Rebecca Butler,Bilgi Teknolojileri,Fadel Inc,Sağlık & Spor,55.33,"Winger, MN",0,False,,0.0,542928
TXN00299,2020-04-07 03:42:46,EMP0239,Michelle Woods,Ar-Ge,Schamberger-O'Keefe,Ofis Malzemesi,379.0,"Munith, MI",1,False,,0.0,1111075
TXN00300,2019-11-16 22:36:36,EMP0161,Amanda Williams,Bilgi Teknolojileri,Crooks And Sons,Diğer,160.81,"Independence, MO",0,False,,0.0,749222
TXN00301,2019-09-22 17:12:09,EMP0752,Lisa Lowe,Genel,Lynch Ltd,Ofis Malzemesi,7.3,"Cottekill, NY",0,False,,0.0,624541
TXN00302,2019-01-04 17:28:54,EMP0159,Jared Velazquez,Bilgi Teknolojileri,Pacocha-Bauch,Ofis Malzemesi,3.22,"Matawan, NJ",0,False,,0.0,5727
TXN00303,2019-05-13 04:33:49,EMP0478,Grace Williams,Bilgi Teknolojileri,Cummings Llc,Ulaşım,55.48,"Plantersville, AL",0,False,,0.0,268863
TXN00304,2019-05-11 09:24:50,EMP0183,Jacob Dawson,Bilgi Teknolojileri,Koepp-Parker,Ofis Malzemesi,104.76,"Marienville, PA",0,False,,0.0,263342
TXN00305,2019-01-31 18:29:15,EMP0399,Samuel Jenkins,Danışmanlık,"Kihn, Abernathy And Douglas",Yazılım & Lisans,170.36,"Westport, KY",0,False,,0.0,52164
TXN00306,2019-06-10 12:42:00,EMP0530,Sara Harris,Genel,Denesik And Sons,Ofis Malzemesi,3.22,"Tupper Lake, NY",0,False,,0.0,342573
TXN00307,2020-04-27 14:57:22,EMP0494,Shelby Mitchell,Ar-Ge,O'Hara-Wilderman,Temsil & Ağırlama,89.44,"Brandon, VT",0,False,,0.0,1156783
TXN00308,2019-03-11 01:47:00,EMP0568,Tanya Williams,Genel,"Rutherford, Homenick And Bergstrom",Ofis Malzemesi,18.24,"Brownville, NY",1,False,,0.0,126197
TXN00309,2019-04-04 15:01:11,EMP0482,Scott Fuller,Genel,"O'Connell, Botsford And Hand",Ekipman & Donanım,107.63,"Haw River, NC",0,False,,0.0,180568
TXN00310,2019-12-08 23:55:40,EMP0481,Ashley Cabrera,Eğitim,Jacobi Inc,Sağlık & Spor,3.33,"Vero Beach, FL",0,False,,0.0,821615
TXN00311,2020-03-15 23:47:26,EMP0716,Andrea Lewis,Bilgi Teknolojileri,"Wuckert, Wintheiser And Friesen",Ekipman & Donanım,368.65,"Ashford, WA",1,False,,0.0,1059400
TXN00312,2019-12-31 20:16:04,EMP0721,Kenneth Edwards,Genel,Schumm Plc,Sağlık & Spor,9.91,"Andrews, IN",0,False,,0.0,924284
TXN00313,2019-11-07 09:04:07,EMP0134,Jessica Garcia,Bilgi Teknolojileri,"Schaefer, Maggio And Daugherty",Ulaşım,74.59,"Mc Cracken, KS",0,False,,0.0,727956
TXN00314,2020-04-05 13:10:56,EMP0791,Rebecca Erickson,Eğitim,Schiller Ltd,Diğer,101.37,"Wilmington, NC",0,False,,0.0,1105857
